Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
9208,55.0,1.054,1.012,5.47,15.8,5.06,71.0,90,1.042,75.0,3.0,Specific Gravity,All Grain,0.75,20.0,Blonde Ale
9209,20.82,17.8331,3.15015,8.02,78.28,5.93,28.39,60,13.3,79.0,1.5,Plato,All Grain,0.75,18.33,American IPA
9210,7.0,1.054,1.014,5.3,23.96,4.07,8.0,60,1.048,65.0,3.0,Specific Gravity,All Grain,,20.0,American Pale Ale
9211,20.82,1.052,1.013,5.15,38.36,5.04,25.74,60,1.042,75.0,1.5,Specific Gravity,All Grain,,,American Pale Ale
9212,18.93,1.075,1.015,7.9,98.44,7.69,26.5,60,1.047,65.0,,Specific Gravity,Partial Mash,,20.56,Imperial IPA
9213,23.5,1.06,1.0170000000000001,5.71,41.51,6.4,26.0,60,1.054,92.0,3.75,Specific Gravity,All Grain,0.5,17.0,American Pale Ale
9214,23.0,1.0490000000000002,1.0070000000000001,5.57,24.4,5.62,28.5,90,1.04,69.0,3.0,Specific Gravity,All Grain,,20.0,Saison
9215,18.5,1.074,1.0190000000000001,7.29,58.43,13.96,25.0,90,1.055,70.0,3.0,Specific Gravity,All Grain,,21.0,American IPA
9216,7.57,1.053,1.01,5.58,44.98,7.49,5.68,60,1.07,35.0,,Specific Gravity,extract,,,Blonde Ale
9217,19.0,1.056,1.016,5.14,98.68,4.4,32.0,60,1.033,60.0,,Specific Gravity,BIAB,,24.0,American IPA
9218,20.82,1.056,1.011,5.93,42.13,5.16,11.36,30,1.102,35.0,,Specific Gravity,extract,,18.33,American IPA
9219,48.0,1.053,1.013,5.24,34.27,8.51,55.0,60,1.046,75.0,,Specific Gravity,All Grain,,,American Pale Ale
9220,55.0,1.052,1.0090000000000001,5.69,46.82,6.45,80.0,60,1.036,67.0,,Specific Gravity,BIAB,,,American Pale Ale
9221,45.42,1.058,1.015,5.68,29.6,14.86,53.0,60,1.05,85.0,1.5,Specific Gravity,All Grain,0.75,18.89,American Amber Ale
9222,37.85,1.051,1.012,5.19,17.31,16.66,53.0,60,1.037,70.0,,Specific Gravity,All Grain,,18.89,American Amber Ale
9223,19.0,1.041,1.01,4.1,23.16,5.1,26.0,60,1.03,70.0,2.5,Specific Gravity,All Grain,,,American Light Lager
9224,22.71,1.055,1.01,5.95,71.22,8.56,30.28,60,1.041,75.0,,Specific Gravity,BIAB,,20.0,American Pale Ale
9225,19.0,1.055,1.01,5.86,32.57,5.1,10.0,92,1.099,35.0,,Specific Gravity,extract,,20.0,American IPA
9226,18.93,1.061,1.011,6.61,79.12,6.53,28.39,60,1.041,65.0,,Specific Gravity,BIAB,0.75,15.56,American IPA
9227,21.0,1.079,1.015,8.3,115.99,10.09,16.0,60,1.103,70.0,,Specific Gravity,Partial Mash,,19.0,Imperial IPA
9228,25.0,1.062,1.012,6.53,54.19,4.93,30.0,60,1.051,65.0,,Specific Gravity,BIAB,,20.0,American IPA
9229,23.0,1.058,1.016,5.47,37.3,3.14,28.0,60,1.041,75.0,3.43,Specific Gravity,All Grain,0.75,25.0,Saison
9230,20.82,1.048,1.011,4.83,80.62,4.85,28.39,60,1.035,60.0,1.5,Specific Gravity,All Grain,,17.22,American Pale Ale
9231,18.93,1.073,1.018,7.3,28.23,4.74,25.36,60,1.055,67.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
9232,9.0,1.054,1.015,5.08,16.41,3.84,12.5,80,1.0390000000000001,66.0,3.0,Specific Gravity,All Grain,0.75,20.0,Witbier
9233,730.0,1.052,1.014,5.04,43.35,6.41,770.0,60,1.0490000000000002,70.0,2.7,Specific Gravity,All Grain,,21.0,American Pale Ale
9234,18.93,1.062,1.011,6.78,52.41,8.33,22.71,60,1.052,70.0,1.25,Specific Gravity,All Grain,0.5,20.0,American IPA
9235,14.0,1.048,1.014,4.58,46.82,3.74,3.0,20,1.048,80.0,,Specific Gravity,extract,0.35,22.0,American Pale Ale
9236,6.0,17.2583,3.2908199999999996,7.61,89.74,11.2,8.0,60,13.1,70.0,2.7,Plato,All Grain,,19.0,Imperial IPA
9237,40.0,1.063,1.016,6.21,62.46,10.72,43.0,60,1.0590000000000002,35.0,,Specific Gravity,extract,,,American Pale Ale
9238,20.82,1.057,1.015,5.5,28.45,5.66,24.61,60,1.048,70.0,1.5,Specific Gravity,All Grain,1.0,21.11,Saison
9239,41.64,1.05,1.01,5.27,20.04,4.56,49.21,60,1.042,70.0,1.5,Specific Gravity,All Grain,,26.67,Saison
9240,20.82,1.047,1.012,4.67,27.12,3.53,26.5,60,1.037,70.0,3.2,Specific Gravity,All Grain,0.75,18.89,American Pale Ale
9241,18.93,1.063,1.013,6.6,37.44,5.37,11.36,60,1.105,35.0,,Specific Gravity,extract,,,Blonde Ale
9242,13.5,1.06,1.012,6.28,67.5,8.7,16.0,60,1.05,71.0,,Specific Gravity,BIAB,0.75,20.0,American IPA
9243,54.89,1.061,1.018,5.7,70.01,6.01,64.35,60,1.052,70.0,1.5,Specific Gravity,All Grain,,,American IPA
9244,20.82,1.063,1.018,5.89,33.94,25.76,26.5,60,1.0490000000000002,75.0,1.5,Specific Gravity,All Grain,0.35,20.0,Irish Red Ale
9245,19.99,1.04,1.008,4.16,42.99,3.46,11.36,60,1.07,35.0,,Specific Gravity,extract,,,Saison
9246,20.82,1.037,1.011,3.42,58.72,5.39,28.39,60,1.0270000000000001,35.0,,Specific Gravity,BIAB,,19.44,American IPA
9247,20.82,1.0590000000000002,1.015,5.77,55.74,10.34,24.61,60,1.05,70.0,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
9248,18.93,1.0759999999999998,1.0190000000000001,7.5,74.06,6.78,28.39,60,1.051,73.0,1.5,Specific Gravity,All Grain,,,Imperial IPA
9249,20.82,1.061,1.015,6.01,60.75,8.66,11.36,60,1.111,35.0,,Specific Gravity,extract,,20.0,American Pale Ale
9250,23.0,1.033,1.006,3.49,89.26,3.36,11.0,60,1.069,35.0,,Specific Gravity,extract,,24.0,American Pale Ale
9251,8.33,1.054,1.01,5.71,48.69,5.96,9.5,60,1.047,65.0,3.1,Specific Gravity,All Grain,,,American Pale Ale
9252,18.0,1.047,1.01,4.85,44.56,4.64,24.0,60,1.035,70.0,3.5,Specific Gravity,All Grain,0.75,18.0,American IPA
9253,37.85,1.079,1.015,8.98,47.01,50.0,45.42,60,1.0659999999999998,68.0,1.25,Specific Gravity,All Grain,,16.67,American Stout
9254,75.71,1.041,1.0070000000000001,4.46,23.69,3.47,83.28,60,1.038,60.0,1.5,Specific Gravity,All Grain,,18.89,Saison
9255,23.0,1.073,1.013,8.27,87.55,8.36,32.0,60,1.053,60.5,,Specific Gravity,BIAB,,,Imperial IPA
9256,20.0,1.053,1.0090000000000001,5.77,40.68,9.17,25.0,60,1.042,75.0,,Specific Gravity,BIAB,,,American Pale Ale
9257,18.93,1.06,1.015,5.89,0.0,9.82,15.14,60,,75.0,,Specific Gravity,extract,,,American IPA
9258,20.0,1.051,1.0070000000000001,5.74,23.64,5.3,11.0,60,1.092,35.0,,Specific Gravity,Partial Mash,,20.0,Blonde Ale
9259,20.82,1.05,1.013,4.94,51.4,17.92,28.39,60,1.037,70.0,2.0,Specific Gravity,All Grain,,,American IPA
9260,44.29,1.06,1.0170000000000001,5.65,30.51,5.86,51.1,75,1.052,75.0,1.25,Specific Gravity,All Grain,0.75,20.0,Saison
9261,22.71,1.072,1.018,7.0,57.34,6.67,26.5,60,1.061,65.0,1.5,Specific Gravity,All Grain,,,American IPA
9262,27.0,1.061,1.012,6.51,38.12,8.42,28.5,60,1.058,80.0,3.0,Specific Gravity,All Grain,,19.0,American IPA
9263,19.0,1.037,1.011,3.34,0.0,4.16,23.0,60,1.03,35.0,3.0,Specific Gravity,All Grain,,,Saison
9264,20.82,18.6763,4.47596,7.81,81.41,7.42,28.39,60,13.9,72.0,1.5,Plato,All Grain,0.75,17.78,American IPA
9265,21.0,1.054,1.011,5.61,34.1,6.21,28.5,60,1.04,75.0,3.0,Specific Gravity,All Grain,,20.0,American Pale Ale
9266,41.64,1.055,1.005,6.58,34.59,4.51,43.53,60,1.052,73.0,1.75,Specific Gravity,All Grain,0.5,23.33,Saison
9267,20.0,1.058,1.013,5.89,41.95,11.81,14.0,60,1.083,85.0,,Specific Gravity,All Grain,,,American Pale Ale
9268,11.36,1.053,1.0090000000000001,5.72,26.45,3.86,15.14,60,1.04,70.0,1.25,Specific Gravity,All Grain,,18.89,American Pale Ale
9269,18.93,1.065,1.015,6.5,70.27,10.62,26.5,60,1.046,60.0,1.3,Specific Gravity,All Grain,0.75,20.0,American IPA
9270,20.82,1.068,1.012,7.23,61.43,24.21,26.5,60,1.053,75.0,1.2,Specific Gravity,All Grain,,18.33,American Brown Ale
9271,12.0,1.051,1.0090000000000001,5.51,545.1,5.56,16.0,60,1.038,70.0,,Specific Gravity,BIAB,,,American Pale Ale
9272,15.14,1.069,1.016,6.88,68.94,4.87,17.03,60,1.061,70.0,1.5,Specific Gravity,All Grain,1.0,18.89,American IPA
9273,18.93,1.073,1.015,7.65,120.83,7.54,26.5,60,1.052,65.0,1.25,Specific Gravity,All Grain,,,American IPA
9274,20.82,1.065,1.0070000000000001,7.64,31.55,25.53,26.5,60,1.051,75.0,1.5,Specific Gravity,All Grain,,,Saison
9275,41.64,1.052,1.011,5.3,7.34,6.42,53.0,60,1.041,65.0,1.5,Specific Gravity,All Grain,0.35,25.56,Saison
9276,20.82,1.048,1.012,4.7,1.6,4.3,20.82,60,1.048,35.0,,Specific Gravity,extract,,,American Light Lager
9277,20.82,1.06,1.0190000000000001,5.45,42.08,5.8,28.39,60,1.044,70.0,,Specific Gravity,All Grain,,15.56,American IPA
9278,35.0,1.051,1.018,4.44,19.69,5.06,42.0,60,1.038,75.0,2.5,Specific Gravity,All Grain,,,American IPA
9279,20.82,1.088,1.021,8.81,164.99,9.5,28.39,60,1.064,75.0,1.5,Specific Gravity,All Grain,,21.11,American IPA
9280,41.64,1.055,1.01,5.96,55.97,4.78,47.32,60,1.0490000000000002,82.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
9281,38.0,13.1668,2.33188,5.8,43.79,5.41,41.0,60,12.2,78.0,3.1,Plato,All Grain,,,American Pale Ale
9282,21.77,1.07,1.0190000000000001,7.07,47.3,5.89,28.39,60,1.054,70.0,1.5,Specific Gravity,All Grain,1.0,16.67,American IPA
9283,37.85,1.058,1.015,5.61,29.39,36.78,45.42,60,1.048,70.0,1.5,Specific Gravity,All Grain,0.5,21.11,American Brown Ale
9284,3.0,1.061,1.012,6.44,50.34,8.46,5.0,60,1.036,60.0,3.0,Specific Gravity,All Grain,,20.0,American IPA
9285,500.0,1.061,1.012,6.44,50.95,11.08,600.0,90,1.05,75.0,6.0,Specific Gravity,All Grain,,20.0,American IPA
9286,20.0,1.065,1.016,6.38,34.8,6.84,25.0,60,1.0,70.0,3.0,Specific Gravity,All Grain,,20.0,American Pale Ale
9287,21.0,1.051,1.0090000000000001,5.48,35.12,5.78,30.0,70,1.036,70.0,,Specific Gravity,BIAB,0.5,14.0,American Pale Ale
9288,23.66,1.055,1.0090000000000001,6.04,34.26,14.73,26.31,60,1.05,80.0,,Specific Gravity,All Grain,0.75,18.33,American Amber Ale
9289,20.0,1.0590000000000002,1.011,6.25,63.21,8.01,25.0,60,1.047,75.0,3.0,Specific Gravity,All Grain,0.35,19.0,American IPA
9290,41.64,1.085,1.024,8.06,43.69,6.77,47.32,60,1.075,70.0,,Specific Gravity,All Grain,,,Saison
9291,20.82,1.025,1.005,2.56,10.07,2.97,28.39,60,1.018,72.0,1.3,Specific Gravity,All Grain,0.35,20.0,Witbier
9292,20.82,1.07,1.015,7.12,79.66,11.88,28.39,70,1.051,75.0,1.25,Specific Gravity,All Grain,,21.11,American IPA
9293,10.0,1.044,1.0090000000000001,4.54,43.84,2.72,12.0,60,1.037,70.0,5.0,Specific Gravity,All Grain,0.75,21.0,American Pale Ale
9294,20.82,1.061,1.015,6.02,0.0,6.14,22.71,60,1.056,72.0,1.33,Specific Gravity,All Grain,,,American IPA
9295,11.36,1.06,1.014,5.97,60.81,11.96,15.14,60,1.045,85.0,1.5,Specific Gravity,All Grain,,,American IPA
9296,20.82,16.6754,4.17937,6.82,0.0,23.44,28.39,60,12.4,70.0,,Plato,BIAB,,,Irish Red Ale
9297,20.82,1.063,1.015,6.2,24.52,10.32,28.39,60,1.046,72.0,,Specific Gravity,BIAB,,19.44,American Light Lager
9298,70.0,1.051,1.012,5.18,32.53,5.04,77.0,60,1.047,75.0,,Specific Gravity,All Grain,,,American Pale Ale
9299,18.93,1.0590000000000002,1.011,6.34,54.9,6.93,11.36,60,1.043,35.0,,Specific Gravity,extract,,18.33,American Pale Ale
9300,37.85,1.085,1.02,8.52,175.86,6.98,45.42,90,1.071,85.0,1.5,Specific Gravity,All Grain,,22.78,Imperial IPA
9301,37.85,1.0659999999999998,1.012,7.14,46.67,8.19,45.42,60,1.055,75.0,,Specific Gravity,BIAB,0.5,18.33,American IPA
9302,20.82,1.0390000000000001,1.01,3.82,27.59,6.71,26.5,60,1.03,70.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA
9303,20.82,1.065,1.014,6.59,25.27,11.58,28.39,60,1.047,75.0,1.5,Specific Gravity,All Grain,,,American Light Lager
9304,43.53,1.055,1.014,5.37,15.84,3.43,51.1,60,1.047,80.0,1.5,Specific Gravity,All Grain,,18.89,Blonde Ale
9305,39.1,1.064,1.01,7.06,41.44,6.64,45.42,60,1.055,75.0,1.25,Specific Gravity,All Grain,0.75,15.56,Saison
9306,14.0,1.0659999999999998,1.011,7.25,75.09,5.1,10.0,60,1.093,60.0,,Specific Gravity,Partial Mash,,20.0,American IPA
9307,20.82,1.061,1.013,6.25,25.11,26.81,24.61,60,1.052,70.0,,Specific Gravity,Partial Mash,0.75,20.0,American Brown Ale
9308,13.0,1.06,1.01,6.55,56.71,4.26,15.0,90,1.052,70.0,2.65,Specific Gravity,All Grain,,,American Pale Ale
9309,20.82,1.07,1.0190000000000001,6.7,104.91,10.94,18.93,60,1.077,35.0,,Specific Gravity,extract,,,American IPA
9310,36.0,1.067,1.011,7.32,33.88,16.54,46.0,60,1.052,75.0,3.0,Specific Gravity,All Grain,0.5,20.0,American Amber Ale
9311,18.93,1.053,1.012,5.27,44.54,7.66,24.61,60,1.04,65.0,1.5,Specific Gravity,All Grain,0.75,20.0,American Pale Ale
9312,23.0,1.053,1.012,5.35,14.16,3.63,28.0,60,1.044,72.0,2.7,Specific Gravity,All Grain,,,Witbier
9313,41.64,1.081,1.0190000000000001,8.07,259.31,6.72,49.21,90,1.068,77.0,1.5,Specific Gravity,All Grain,1.0,18.33,American IPA
9314,23.0,1.075,1.021,7.07,64.61,6.16,32.0,60,1.054,70.0,3.0,Specific Gravity,All Grain,,20.0,American IPA
9315,21.0,1.058,1.015,5.62,33.13,5.75,28.5,70,1.042,70.0,3.0,Specific Gravity,All Grain,,17.0,American Pale Ale
9316,19.87,1.063,1.013,6.54,59.59,9.54,23.66,60,1.053,70.0,,Specific Gravity,BIAB,0.5,20.0,American IPA
9317,18.93,1.064,1.013,6.71,26.25,10.47,15.14,60,1.08,65.0,,Specific Gravity,Partial Mash,,21.11,Saison
9318,21.0,1.051,1.0090000000000001,5.5,56.53,8.85,28.5,60,1.038,70.0,,Specific Gravity,BIAB,0.75,19.0,American Pale Ale
9319,20.06,1.054,1.011,5.74,26.84,9.36,26.5,60,1.041,75.0,1.25,Specific Gravity,All Grain,,17.22,American Pale Ale
9320,18.93,1.0490000000000002,1.011,4.9,34.81,5.08,19.87,60,1.046,55.0,1.5,Specific Gravity,All Grain,0.35,18.33,Blonde Ale
9321,20.82,1.0590000000000002,1.018,5.47,35.77,9.87,28.39,60,1.043,68.0,1.5,Specific Gravity,All Grain,,,American Pale Ale
9322,23.0,1.064,1.0170000000000001,6.1,79.75,7.93,17.0,60,1.0859999999999999,70.0,,Specific Gravity,BIAB,0.5,18.0,American Pale Ale
9323,18.93,1.071,1.018,6.96,110.84,14.87,28.39,60,1.047,70.0,1.25,Specific Gravity,All Grain,,20.0,American IPA
9324,3.79,1.068,1.016,6.79,69.55,7.94,11.36,60,1.023,70.0,,Specific Gravity,BIAB,,,American Light Lager
9325,20.82,1.075,1.008,8.89,39.12,16.11,28.39,60,1.055,70.0,1.5,Specific Gravity,All Grain,,26.67,Saison
9326,20.82,1.062,1.0170000000000001,5.97,92.75,26.42,26.5,90,1.0490000000000002,70.0,1.25,Specific Gravity,All Grain,0.5,20.0,American IPA
9327,20.82,18.0594,4.45038,7.47,19.4,9.41,28.39,60,13.5,70.0,,Plato,BIAB,,,American Light Lager
9328,9.46,1.06,1.011,6.34,18.99,6.86,13.25,60,1.043,35.0,,Specific Gravity,extract,0.75,,American Pale Ale
9329,9.5,1.057,1.014,5.64,0.0,5.88,6.0,60,1.09,70.0,,Specific Gravity,BIAB,0.35,18.0,American IPA
9330,10.41,1.055,1.0190000000000001,4.77,24.16,41.21,13.25,60,1.04,75.0,,Specific Gravity,BIAB,,18.89,American Stout
9331,20.82,1.072,1.0170000000000001,7.21,49.39,6.82,28.39,90,1.053,66.0,1.5,Specific Gravity,All Grain,1.25,19.44,American IPA
9332,8.0,1.053,1.0090000000000001,5.77,24.99,6.4,11.5,60,1.037,70.0,3.0,Specific Gravity,All Grain,,,American Light Lager
9333,7.57,1.052,1.013,5.17,18.47,4.31,14.38,90,1.0270000000000001,65.0,,Specific Gravity,BIAB,,,Witbier
9334,21.0,1.064,1.0170000000000001,6.17,44.43,12.83,28.0,60,1.048,64.0,,Specific Gravity,BIAB,,19.0,American Amber Ale
9335,20.82,1.044,1.008,4.73,9.81,4.44,24.61,60,1.037,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,Saison
9336,56.78,1.0659999999999998,1.0170000000000001,6.54,58.51,21.27,68.14,75,1.055,70.0,1.1,Specific Gravity,All Grain,,,American Amber Ale
9337,20.82,1.06,1.011,6.34,209.4,5.33,28.39,60,1.044,70.0,1.2,Specific Gravity,All Grain,,20.0,American IPA
9338,22.71,1.082,1.016,8.72,93.44,10.1,28.39,90,1.0659999999999998,70.0,,Specific Gravity,All Grain,1.25,,Imperial IPA
9339,23.66,1.044,1.008,4.78,31.73,17.09,28.39,60,1.037,60.0,1.25,Specific Gravity,All Grain,,22.78,American Amber Ale
9340,20.82,1.071,1.018,7.01,52.51,18.38,11.36,60,,70.0,,Specific Gravity,Partial Mash,0.35,21.11,American IPA
9341,41.64,1.047,1.01,4.88,31.48,14.2,53.0,60,1.037,75.0,,Specific Gravity,All Grain,0.75,,Irish Red Ale
9342,23.0,1.064,1.015,6.48,49.22,6.18,28.5,60,1.052,70.0,3.0,Specific Gravity,All Grain,,20.0,American IPA
9343,20.82,1.046,1.013,4.36,11.63,6.78,28.39,60,1.034,75.0,1.25,Specific Gravity,All Grain,,17.22,American Light Lager
9344,22.71,1.0979999999999999,1.02,10.31,164.26,10.53,28.39,60,1.079,70.0,,Specific Gravity,All Grain,,,Imperial IPA
9345,20.82,1.062,1.016,6.14,71.4,5.06,11.36,60,1.114,35.0,,Specific Gravity,extract,,20.0,American Pale Ale
9346,20.82,1.064,1.014,6.55,34.73,5.2,28.39,90,1.047,75.0,,Specific Gravity,BIAB,,18.89,American IPA
9347,10.41,1.048,1.013,4.54,41.41,8.03,9.46,60,1.053,35.0,,Specific Gravity,extract,,20.0,American Pale Ale
9348,21.0,1.072,1.014,7.62,63.85,4.28,28.5,60,1.053,75.0,3.0,Specific Gravity,All Grain,,20.0,American IPA
9349,15.0,1.061,1.013,6.29,51.93,13.08,19.5,60,1.047,69.0,,Specific Gravity,BIAB,,20.0,American Amber Ale
9350,18.93,1.073,1.026,6.21,53.48,24.78,26.5,60,1.052,75.0,,Specific Gravity,BIAB,,20.0,American Brown Ale
9351,27.0,1.045,1.008,4.83,38.01,14.26,30.0,60,1.041,70.0,3.1,Specific Gravity,All Grain,,18.0,Irish Red Ale
9352,20.82,1.0590000000000002,1.015,5.75,47.07,6.95,28.39,60,1.043,70.0,,Specific Gravity,BIAB,,18.33,American Pale Ale
9353,230.0,1.053,1.013,5.18,24.25,15.67,240.0,60,1.05,70.0,1.5,Specific Gravity,All Grain,,,Irish Red Ale
9354,64.35,1.065,1.016,6.4,45.99,10.09,79.49,60,1.052,70.0,1.25,Specific Gravity,All Grain,0.75,18.33,American Pale Ale
9355,15.0,1.04,1.008,4.21,79.52,11.93,15.0,60,1.04,35.0,,Specific Gravity,BIAB,,20.5,American Pale Ale
9356,21.5,1.0590000000000002,1.012,6.25,21.64,6.63,26.0,60,1.0490000000000002,76.0,,Specific Gravity,BIAB,,17.0,American IPA
9357,20.82,1.052,1.011,5.46,69.35,6.3,27.63,60,1.0390000000000001,68.0,1.25,Specific Gravity,All Grain,,20.0,American Pale Ale
9358,8.0,1.074,1.016,7.58,78.16,9.24,9.0,60,1.0659999999999998,70.0,,Specific Gravity,BIAB,0.75,20.0,Imperial IPA
9359,20.8,1.0659999999999998,1.012,7.09,64.99,6.63,32.0,60,1.043,69.0,,Specific Gravity,All Grain,,,American IPA
9360,37.85,1.077,1.013,8.36,71.71,35.49,44.4,60,1.0659999999999998,70.0,1.5,Specific Gravity,All Grain,,,American IPA
9361,18.93,1.054,1.014,5.32,55.53,6.72,22.71,60,1.045,35.0,,Specific Gravity,extract,,,American Pale Ale
9362,600.0,1.06,1.012,6.22,18.86,9.23,700.0,60,1.051,75.0,,Specific Gravity,All Grain,0.35,20.0,American Amber Ale
9363,115.0,1.052,1.012,5.24,31.6,5.24,130.0,60,1.046,78.0,3.0,Specific Gravity,All Grain,0.75,23.0,American IPA
9364,1120.0,13.1658,3.4027300000000005,5.25,0.0,18.6,1200.0,90,12.3,81.5,4.0,Plato,All Grain,,,American Amber Ale
9365,21.0,12.8004,3.30502,5.09,13.44,3.52,28.5,70,9.5,75.0,3.0,Plato,All Grain,,,Witbier
9366,20.82,1.045,1.0070000000000001,5.06,23.14,2.49,23.09,60,1.041,75.0,,Specific Gravity,All Grain,1.5,12.78,American Light Lager
9367,22.71,1.062,1.015,6.2,58.95,6.76,28.39,60,,72.0,,Specific Gravity,All Grain,,,American Pale Ale
9368,41.64,1.069,1.016,6.96,81.21,8.75,51.82,60,1.055,75.0,,Specific Gravity,All Grain,,16.67,American IPA
9369,18.0,1.047,1.012,4.54,48.57,24.76,35.0,60,1.02,50.0,3.1,Specific Gravity,All Grain,,,Irish Red Ale
9370,37.85,1.072,1.013,7.67,75.85,8.35,45.42,60,1.06,75.0,1.5,Specific Gravity,All Grain,,18.33,American IPA
9371,5.0,1.05,1.01,5.33,36.73,5.81,4.5,60,1.056,72.0,,Specific Gravity,Partial Mash,,19.0,American Pale Ale
9372,20.82,1.055,1.01,5.96,22.83,21.57,28.39,60,1.037,65.0,1.5,Specific Gravity,All Grain,0.5,18.33,American Brown Ale
9373,17.98,1.056,1.011,5.95,77.36,5.68,23.66,70,1.043,70.0,1.25,Specific Gravity,All Grain,,18.33,American IPA
9374,20.82,1.0390000000000001,1.008,4.07,40.64,4.36,26.5,45,1.03,80.0,,Specific Gravity,All Grain,1.0,16.11,American IPA
9375,20.82,1.068,1.0170000000000001,6.64,62.63,39.86,24.61,90,1.057,70.0,1.25,Specific Gravity,All Grain,1.0,17.78,American Stout
9376,18.93,1.0590000000000002,1.012,6.12,62.33,35.29,28.39,60,1.0390000000000001,70.0,1.25,Specific Gravity,All Grain,,20.0,American Stout
9377,39.75,1.058,1.015,5.62,37.06,4.7,47.32,60,1.0490000000000002,75.0,1.25,Specific Gravity,All Grain,,21.11,American Pale Ale
9378,60.0,1.048,1.0090000000000001,5.05,20.94,13.85,80.0,60,1.036,60.0,1.5,Specific Gravity,All Grain,,,Irish Red Ale
9379,12.11,1.0490000000000002,1.01,5.12,28.34,8.1,15.9,60,1.037,70.0,1.74,Specific Gravity,All Grain,0.35,22.22,Saison
9380,20.82,1.061,1.015,6.02,82.27,32.21,11.36,60,1.075,35.0,,Specific Gravity,extract,0.35,21.11,American IPA
9381,21.0,1.05,1.012,5.08,25.13,16.74,30.0,60,1.035,63.0,,Specific Gravity,BIAB,0.5,15.0,Irish Red Ale
9382,18.93,1.069,1.016,6.94,63.36,3.97,26.5,60,1.0490000000000002,70.0,1.25,Specific Gravity,All Grain,0.75,,American Amber Ale
9383,56.0,1.043,1.0090000000000001,4.38,19.79,7.44,70.0,60,1.034,78.0,3.0,Specific Gravity,All Grain,,17.0,Blonde Ale
9384,18.0,1.061,1.012,6.42,90.83,10.2,30.0,70,1.037,55.0,,Specific Gravity,All Grain,0.75,20.0,American IPA
9385,23.0,1.054,1.012,5.53,21.79,5.2,10.0,60,1.124,35.0,,Specific Gravity,extract,0.75,19.0,American Pale Ale
9386,58.67,1.067,1.015,6.74,76.44,6.0,75.71,75,1.052,70.0,1.0,Specific Gravity,All Grain,,,American IPA
9387,20.82,1.088,1.021,8.76,68.98,48.35,28.39,75,1.064,75.0,1.5,Specific Gravity,All Grain,1.25,20.0,American Stout
9388,36.0,1.061,1.012,6.39,68.17,7.46,41.5,60,1.053,76.0,3.5,Specific Gravity,All Grain,1.25,20.0,American IPA
9389,60.2,1.064,1.012,6.81,45.15,6.36,60.2,60,1.064,70.0,2.9,Specific Gravity,All Grain,,,American IPA
9390,20.82,1.05,1.0090000000000001,5.28,54.16,4.66,11.36,60,1.014,35.0,,Specific Gravity,extract,,20.0,American Light Lager
9391,20.82,1.054,1.013,5.42,35.94,11.38,24.61,60,1.046,65.0,,Specific Gravity,BIAB,,18.33,American Amber Ale
9392,22.71,1.04,1.01,3.94,25.62,3.98,30.28,60,1.03,80.0,,Specific Gravity,BIAB,,,Blonde Ale
9393,20.82,1.056,1.012,5.77,120.04,5.37,28.39,60,1.041,70.0,1.5,Specific Gravity,All Grain,,,American IPA
9394,10.6,1.067,1.0190000000000001,6.32,36.82,31.84,28.39,60,1.025,72.0,,Specific Gravity,BIAB,0.75,19.44,American Stout
9395,40.0,1.062,1.016,6.03,58.68,22.12,50.0,60,1.05,68.0,3.0,Specific Gravity,All Grain,0.35,20.0,American Light Lager
9396,58.0,1.042,1.008,4.4,25.71,4.78,70.0,60,1.033,60.0,3.0,Specific Gravity,All Grain,0.5,19.0,Blonde Ale
9397,16.0,1.0490000000000002,1.008,5.34,65.76,3.82,21.0,60,1.037,70.0,3.0,Specific Gravity,All Grain,,18.0,American IPA
9398,37.85,1.088,1.025,8.28,95.42,11.52,49.21,60,1.067,45.0,,Specific Gravity,extract,,,Imperial IPA
9399,20.82,1.046,1.0090000000000001,4.87,59.43,3.1,9.46,60,1.101,50.0,,Specific Gravity,extract,0.35,22.22,American IPA
9400,12.0,23.445,3.80589,10.97,0.0,50.0,20.0,120,14.5,60.0,3.2,Plato,All Grain,0.75,19.0,American Pale Ale
9401,20.82,1.046,1.0090000000000001,4.87,28.56,14.76,28.96,90,1.033,65.0,1.5,Specific Gravity,All Grain,0.5,18.89,American Amber Ale
9402,21.0,1.047,1.013,4.47,35.77,31.93,28.5,60,1.035,70.0,,Specific Gravity,BIAB,,20.0,American Brown Ale
9403,22.0,14.7895,3.51294,6.1,50.69,6.61,25.0,90,13.1,78.0,3.0,Plato,All Grain,0.75,22.0,American IPA
9404,20.82,1.073,1.0190000000000001,7.03,172.13,5.6,28.39,60,1.053,65.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA
9405,22.71,1.051,1.012,5.08,31.92,22.18,28.39,60,1.041,72.0,1.25,Specific Gravity,All Grain,0.75,18.33,American Brown Ale
